episode,opponent,success,text_width
874,past_self_00479,False,528
875,pd_anchor,True,596
876,pd_anchor,True,596
877,pd_anchor,True,596
878,pd_anchor,True,596
879,pd_anchor,True,596
880,past_self_00299,False,528
881,pd_anchor,True,596
882,pd_anchor,True,596
883,past_self_00819,False,528
884,pd_anchor,True,596
885,pd_anchor,True,596
886,pd_anchor,True,596
887,pd_anchor,False,492
888,pd_anchor,True,596
889,pd_anchor,True,596
890,pd_anchor,True,596
891,pd_anchor,True,596
892,pd_anchor,True,596
893,pd_anchor,True,596
894,pd_anchor,True,596
895,pd_anchor,True,596
896,pd_anchor,True,596
897,pd_anchor,True,596
898,past_self_00479,False,528
899,pd_anchor,True,596
900,pd_anchor,True,596
901,pd_anchor,True,596
902,past_self_00239,False,528
903,pd_anchor,True,596
904,pd_anchor,True,596
905,pd_anchor,True,596
906,pd_anchor,True,596
907,pd_anchor,True,596
908,pd_anchor,True,596
909,pd_anchor,True,596
910,pd_anchor,True,596
911,pd_anchor,True,596
912,pd_anchor,True,596
913,pd_anchor,True,596
914,past_self_00679,False,528
915,pd_anchor,True,596
916,pd_anchor,True,596
917,pd_anchor,True,596
918,pd_anchor,True,596
919,past_self_00559,False,528
920,past_self_00899,False,528
921,pd_anchor,True,596
922,past_self_00819,False,528
923,pd_anchor,True,596
924,past_self_00899,False,528
925,past_self_00879,False,528
926,past_self_00819,False,528
927,past_self_00359,False,528
928,pd_anchor,True,596
929,past_self_00919,False,528
930,pd_anchor,True,596
931,pd_anchor,True,596
932,pd_anchor,True,596
933,pd_anchor,True,596
934,past_self_00299,False,528
935,pd_anchor,True,596
936,pd_anchor,True,596
937,pd_anchor,True,596
938,pd_anchor,True,596
939,pd_anchor,True,596
940,pd_anchor,False,492
941,past_self_00339,False,528
942,past_self_00819,False,528
943,pd_anchor,True,596
944,past_self_00459,False,528
945,pd_anchor,True,596
946,pd_anchor,True,596
947,pd_anchor,True,596
948,pd_anchor,True,596
949,past_self_00479,False,528
950,past_self_00479,False,528
951,pd_anchor,True,596
952,pd_anchor,True,596
953,pd_anchor,True,596
954,pd_anchor,True,596
955,pd_anchor,True,596
956,pd_anchor,True,596
957,pd_anchor,True,596
958,pd_anchor,True,596
959,pd_anchor,True,596
960,pd_anchor,True,596
961,past_self_00479,False,528
962,pd_anchor,False,492
963,pd_anchor,False,492
964,past_self_00679,False,528
965,past_self_00239,False,528
966,past_self_00899,False,528
967,past_self_00919,False,528
968,pd_anchor,True,596
969,pd_anchor,True,596
970,pd_anchor,True,596
971,pd_anchor,True,596
972,pd_anchor,True,596
973,pd_anchor,True,596
974,pd_anchor,True,596
975,pd_anchor,True,596
976,past_self_00819,False,528
977,pd_anchor,True,596
978,pd_anchor,True,596
979,past_self_00239,False,528
980,pd_anchor,True,596
981,pd_anchor,True,596
982,pd_anchor,True,596
983,pd_anchor,True,596
984,pd_anchor,True,596
985,past_self_00479,False,528
986,pd_anchor,False,492
987,pd_anchor,True,596
988,pd_anchor,True,596
989,pd_anchor,True,596
990,pd_anchor,True,596
991,pd_anchor,True,596
992,pd_anchor,True,596
993,pd_anchor,True,596
994,pd_anchor,True,596
995,pd_anchor,True,596
996,pd_anchor,True,596
997,past_self_00559,False,528
998,pd_anchor,False,492
999,pd_anchor,True,596
1000,pd_anchor,False,500
1001,pd_anchor,True,612
1002,past_self_00819,False,541
1003,pd_anchor,False,500
1004,pd_anchor,True,612
1005,pd_anchor,True,612
1006,pd_anchor,True,612
1007,pd_anchor,True,612
1008,pd_anchor,False,500
1009,pd_anchor,False,500
1010,pd_anchor,True,612
1011,pd_anchor,True,612
1012,pd_anchor,True,612
1013,past_self_00559,False,541
1014,pd_anchor,True,612
1015,pd_anchor,True,612
1016,pd_anchor,True,612
1017,pd_anchor,True,612
1018,past_self_00239,False,541
1019,pd_anchor,True,612
1020,pd_anchor,True,612
1021,pd_anchor,True,612
1022,pd_anchor,True,612
1023,pd_anchor,False,500
1024,pd_anchor,True,612
1025,pd_anchor,True,612
1026,past_self_00679,False,541
1027,pd_anchor,True,612
1028,pd_anchor,True,612
1029,pd_anchor,False,500
1030,past_self_00999,False,541
1031,pd_anchor,True,612
1032,pd_anchor,True,612
1033,pd_anchor,True,612
1034,past_self_00999,False,541
1035,pd_anchor,True,612
1036,pd_anchor,True,612
1037,past_self_00359,False,541
1038,pd_anchor,True,612
1039,pd_anchor,True,612
1040,past_self_00479,False,541
1041,pd_anchor,True,612
1042,pd_anchor,True,612
1043,pd_anchor,True,612
1044,pd_anchor,True,612
1045,pd_anchor,True,612
1046,pd_anchor,True,612
1047,pd_anchor,False,500
1048,pd_anchor,True,612
1049,pd_anchor,False,500
1050,pd_anchor,True,612
1051,past_self_00559,False,541
1052,pd_anchor,True,612
1053,pd_anchor,True,612
1054,pd_anchor,True,612
1055,pd_anchor,True,612
1056,pd_anchor,False,500
1057,pd_anchor,True,612
1058,pd_anchor,True,612
1059,pd_anchor,True,612
1060,past_self_00999,False,541
1061,pd_anchor,True,612
1062,past_self_00899,False,541
1063,pd_anchor,True,612
1064,pd_anchor,False,500
1065,pd_anchor,True,612
1066,pd_anchor,True,612
